TOP.5910144c.0009979c	START
TOP.591026ac.000e2432	user_options->benchmark	0
TOP.591026ac.000e2432	user_options->bitmap_max	24
TOP.591026ac.000e2432	user_options->bitmap_min	16
TOP.591026ac.000e2432	user_options->debug_mode	0
TOP.591026ac.000e2432	user_options->force	0
TOP.591026ac.000e2432	user_options->gpu_temp_abort	90
TOP.591026ac.000e2432	user_options->gpu_temp_disable	0
TOP.591026ac.000e2432	user_options->gpu_temp_retain	75
TOP.591026ac.000e2432	user_options->hash_mode	0
TOP.591026ac.000e2432	user_options->hex_charset	0
TOP.591026ac.000e2432	user_options->hex_salt	0
TOP.591026ac.000e2432	user_options->hex_wordlist	0
TOP.591026ac.000e2432	user_options->increment	0
TOP.591026ac.000e2432	user_options->increment_max	54
TOP.591026ac.000e2432	user_options->increment_min	1
TOP.591026ac.000e2432	user_options->keep_guessing	0
TOP.591026ac.000e2432	user_options->kernel_accel	0
TOP.591026ac.000e2432	user_options->kernel_loops	0
TOP.591026ac.000e2432	user_options->keyspace	0
TOP.591026ac.000e2432	user_options->left	0
TOP.591026ac.000e2432	user_options->logfile_disable	0
TOP.591026ac.000e2432	user_options->loopback	0
TOP.591026ac.000e2432	user_options->machine_readable	0
TOP.591026ac.000e2432	user_options->markov_classic	0
TOP.591026ac.000e2432	user_options->markov_disable	0
TOP.591026ac.000e2432	user_options->markov_threshold	256
TOP.591026ac.000e2432	user_options->nvidia_spin_damp	100
TOP.591026ac.000e2432	user_options->opencl_info	0
TOP.591026ac.000e2432	user_options->opencl_vector_width	0
TOP.591026ac.000e2432	user_options->outfile_autohex	1
TOP.591026ac.000e2432	user_options->outfile_check_timer	5
TOP.591026ac.000e2432	user_options->outfile_format	3
TOP.591026ac.000e2432	user_options->potfile_disable	0
TOP.591026ac.000e2432	user_options->powertune_enable	0
TOP.591026ac.000e2432	user_options->quiet	1
TOP.591026ac.000e2432	user_options->remove	0
TOP.591026ac.000e2432	user_options->remove_timer	60
TOP.591026ac.000e2432	user_options->restore	0
TOP.591026ac.000e2432	user_options->restore_disable	1
TOP.591026ac.000e2432	user_options->restore_timer	60
TOP.591026ac.000e2432	user_options->rp_files_cnt	0
TOP.591026ac.000e2432	user_options->rp_gen	0
TOP.591026ac.000e2432	user_options->rp_gen_func_max	4
TOP.591026ac.000e2432	user_options->rp_gen_func_min	1
TOP.591026ac.000e2432	user_options->rp_gen_seed	0
TOP.591026ac.000e2432	user_options->runtime	0
TOP.591026ac.000e2432	user_options->scrypt_tmto	0
TOP.591026ac.000e2432	user_options->segment_size	33554432
TOP.591026ac.000e2432	user_options->show	1
TOP.591026ac.000e2432	user_options->status	0
TOP.591026ac.000e2432	user_options->status_timer	10
TOP.591026ac.000e2432	user_options->stdout_flag	0
TOP.591026ac.000e2432	user_options->speed_only	0
TOP.591026ac.000e2432	user_options->progress_only	0
TOP.591026ac.000e2432	user_options->usage	0
TOP.591026ac.000e2432	user_options->username	0
TOP.591026ac.000e2432	user_options->veracrypt_pim	0
TOP.591026ac.000e2432	user_options->version	0
TOP.591026ac.000e2432	user_options->weak_hash_threshold	0
TOP.591026ac.000e2432	user_options->workload_profile	2
TOP.591026ac.000e2432	proc_start	1494230700
TOP.591026ac.000e2432	proc_stop	1494230700
TOP.591026ac.000e2432	STOP
TOP.59102708.000477fb	START
TOP.59102708.000477fb	user_options->separator	:
TOP.59102708.000477fb	user_options->rule_buf_l	:
TOP.59102708.000477fb	user_options->rule_buf_r	:
TOP.59102708.000477fb	user_options->session	show
TOP.59102708.000477fb	user_options->limit	0
TOP.59102708.000477fb	user_options->skip	0
TOP.59102708.000477fb	user_options->attack_mode	100
TOP.59102708.000477fb	user_options->benchmark	0
TOP.59102708.000477fb	user_options->bitmap_max	24
TOP.59102708.000477fb	user_options->bitmap_min	16
TOP.59102708.000477fb	user_options->debug_mode	0
TOP.59102708.000477fb	user_options->force	0
TOP.59102708.000477fb	user_options->gpu_temp_abort	90
TOP.59102708.000477fb	user_options->gpu_temp_disable	0
TOP.59102708.000477fb	user_options->gpu_temp_retain	75
TOP.59102708.000477fb	user_options->hash_mode	0
TOP.59102708.000477fb	user_options->hex_charset	0
TOP.59102708.000477fb	user_options->hex_salt	0
TOP.59102708.000477fb	user_options->hex_wordlist	0
TOP.59102708.000477fb	user_options->increment	0
TOP.59102708.000477fb	user_options->increment_max	54
TOP.59102708.000477fb	user_options->increment_min	1
TOP.59102708.000477fb	user_options->keep_guessing	0
TOP.59102708.000477fb	user_options->kernel_accel	0
TOP.59102708.000477fb	user_options->kernel_loops	0
TOP.59102708.000477fb	user_options->keyspace	0
TOP.59102708.000477fb	user_options->left	0
TOP.59102708.000477fb	user_options->logfile_disable	0
TOP.59102708.000477fb	user_options->loopback	0
TOP.59102708.000477fb	user_options->machine_readable	0
TOP.59102708.000477fb	user_options->markov_classic	0
TOP.59102708.000477fb	user_options->markov_disable	0
TOP.59102708.000477fb	user_options->markov_threshold	256
TOP.59102708.000477fb	user_options->nvidia_spin_damp	100
TOP.59102708.000477fb	user_options->opencl_info	0
TOP.59102708.000477fb	user_options->opencl_vector_width	0
TOP.59102708.000477fb	user_options->outfile_autohex	1
TOP.59102708.000477fb	user_options->outfile_check_timer	5
TOP.59102708.000477fb	user_options->outfile_format	3
TOP.59102708.000477fb	user_options->potfile_disable	0
TOP.59102708.000477fb	user_options->powertune_enable	0
TOP.59102708.000477fb	user_options->quiet	1
TOP.59102708.000477fb	user_options->remove	0
TOP.59102708.000477fb	user_options->remove_timer	60
TOP.59102708.000477fb	user_options->restore	0
TOP.59102708.000477fb	user_options->restore_disable	1
TOP.59102708.000477fb	user_options->restore_timer	60
TOP.59102708.000477fb	user_options->rp_files_cnt	0
TOP.59102708.000477fb	user_options->rp_gen	0
TOP.59102708.000477fb	user_options->rp_gen_func_max	4
TOP.59102708.000477fb	user_options->rp_gen_func_min	1
TOP.59102708.000477fb	user_options->rp_gen_seed	0
TOP.59102708.000477fb	user_options->runtime	0
TOP.59102708.000477fb	user_options->scrypt_tmto	0
TOP.59102708.000477fb	user_options->segment_size	33554432
TOP.59102708.000477fb	user_options->show	1
TOP.59102708.000477fb	user_options->status	0
TOP.59102708.000477fb	user_options->status_timer	10
TOP.59102708.000477fb	user_options->stdout_flag	0
TOP.59102708.000477fb	user_options->speed_only	0
TOP.59102708.000477fb	user_options->progress_only	0
TOP.59102708.000477fb	user_options->usage	0
TOP.59102708.000477fb	user_options->username	0
TOP.59102708.000477fb	user_options->veracrypt_pim	0
TOP.59102708.000477fb	user_options->version	0
TOP.59102708.000477fb	user_options->weak_hash_threshold	0
TOP.59102708.000477fb	user_options->workload_profile	2
TOP.59102708.000477fb	proc_start	1494230792
TOP.59102708.000477fb	proc_stop	1494230792
TOP.59102708.000477fb	STOP
TOP.59102717.0004a8cb	START
TOP.59102717.0004a8cb	user_options->separator	:
TOP.59102717.0004a8cb	user_options->rule_buf_l	:
TOP.59102717.0004a8cb	user_options->rule_buf_r	:
TOP.59102717.0004a8cb	user_options->session	show
TOP.59102717.0004a8cb	user_options->limit	0
TOP.59102717.0004a8cb	user_options->skip	0
TOP.59102717.0004a8cb	user_options->attack_mode	100
TOP.59102717.0004a8cb	user_options->benchmark	0
TOP.59102717.0004a8cb	user_options->bitmap_max	24
TOP.59102717.0004a8cb	user_options->bitmap_min	16
TOP.59102717.0004a8cb	user_options->debug_mode	0
TOP.59102717.0004a8cb	user_options->force	0
TOP.59102717.0004a8cb	user_options->gpu_temp_abort	90
TOP.59102717.0004a8cb	user_options->gpu_temp_disable	0
TOP.59102717.0004a8cb	user_options->gpu_temp_retain	75
TOP.59102717.0004a8cb	user_options->hash_mode	0
TOP.59102717.0004a8cb	user_options->hex_charset	0
TOP.59102717.0004a8cb	user_options->hex_salt	0
TOP.59102717.0004a8cb	user_options->hex_wordlist	0
TOP.59102717.0004a8cb	user_options->increment	0
TOP.59102717.0004a8cb	user_options->increment_max	54
TOP.59102717.0004a8cb	user_options->increment_min	1
TOP.59102717.0004a8cb	user_options->keep_guessing	0
TOP.59102717.0004a8cb	user_options->kernel_accel	0
TOP.59102717.0004a8cb	user_options->kernel_loops	0
TOP.59102717.0004a8cb	user_options->keyspace	0
TOP.59102717.0004a8cb	user_options->left	0
TOP.59102717.0004a8cb	user_options->logfile_disable	0
TOP.59102717.0004a8cb	user_options->loopback	0
TOP.59102717.0004a8cb	user_options->machine_readable	0
TOP.59102717.0004a8cb	user_options->markov_classic	0
TOP.59102717.0004a8cb	user_options->markov_disable	0
TOP.59102717.0004a8cb	user_options->markov_threshold	256
TOP.59102717.0004a8cb	user_options->nvidia_spin_damp	100
TOP.59102717.0004a8cb	user_options->opencl_info	0
TOP.59102717.0004a8cb	user_options->opencl_vector_width	0
TOP.59102717.0004a8cb	user_options->outfile_autohex	1
TOP.59102717.0004a8cb	user_options->outfile_check_timer	5
TOP.59102717.0004a8cb	user_options->outfile_format	3
TOP.59102717.0004a8cb	user_options->potfile_disable	0
TOP.59102717.0004a8cb	user_options->powertune_enable	0
TOP.59102717.0004a8cb	user_options->quiet	1
TOP.59102717.0004a8cb	user_options->remove	0
TOP.59102717.0004a8cb	user_options->remove_timer	60
TOP.59102717.0004a8cb	user_options->restore	0
TOP.59102717.0004a8cb	user_options->restore_disable	1
TOP.59102717.0004a8cb	user_options->restore_timer	60
TOP.59102717.0004a8cb	user_options->rp_files_cnt	0
TOP.59102717.0004a8cb	user_options->rp_gen	0
TOP.59102717.0004a8cb	user_options->rp_gen_func_max	4
TOP.59102717.0004a8cb	user_options->rp_gen_func_min	1
TOP.59102717.0004a8cb	user_options->rp_gen_seed	0
TOP.59102717.0004a8cb	user_options->runtime	0
TOP.59102717.0004a8cb	user_options->scrypt_tmto	0
TOP.59102717.0004a8cb	user_options->segment_size	33554432
TOP.59102717.0004a8cb	user_options->show	1
TOP.59102717.0004a8cb	user_options->status	0
TOP.59102717.0004a8cb	user_options->status_timer	10
TOP.59102717.0004a8cb	user_options->stdout_flag	0
TOP.59102717.0004a8cb	user_options->speed_only	0
TOP.59102717.0004a8cb	user_options->progress_only	0
TOP.59102717.0004a8cb	user_options->usage	0
TOP.59102717.0004a8cb	user_options->username	0
TOP.59102717.0004a8cb	user_options->veracrypt_pim	0
TOP.59102717.0004a8cb	user_options->version	0
TOP.59102717.0004a8cb	user_options->weak_hash_threshold	0
TOP.59102717.0004a8cb	user_options->workload_profile	2
TOP.59102717.0004a8cb	proc_start	1494230807
TOP.59102717.0004a8cb	proc_stop	1494230807
TOP.59102717.0004a8cb	STOP
TOP.591027a9.00066b27	START
TOP.591027a9.00066b27	user_options->separator	:
TOP.591027a9.00066b27	user_options->rule_buf_l	:
TOP.591027a9.00066b27	user_options->rule_buf_r	:
TOP.591027a9.00066b27	user_options->session	show
TOP.591027a9.00066b27	user_options->limit	0
TOP.591027a9.00066b27	user_options->skip	0
TOP.591027a9.00066b27	user_options->attack_mode	100
TOP.591027a9.00066b27	user_options->benchmark	0
TOP.591027a9.00066b27	user_options->bitmap_max	24
TOP.591027a9.00066b27	user_options->bitmap_min	16
TOP.591027a9.00066b27	user_options->debug_mode	0
TOP.591027a9.00066b27	user_options->force	0
TOP.591027a9.00066b27	user_options->gpu_temp_abort	90
TOP.591027a9.00066b27	user_options->gpu_temp_disable	0
TOP.591027a9.00066b27	user_options->gpu_temp_retain	75
TOP.591027a9.00066b27	user_options->hash_mode	0
TOP.591027a9.00066b27	user_options->hex_charset	0
TOP.591027a9.00066b27	user_options->hex_salt	0
TOP.591027a9.00066b27	user_options->hex_wordlist	0
TOP.591027a9.00066b27	user_options->increment	0
TOP.591027a9.00066b27	user_options->increment_max	54
TOP.591027a9.00066b27	user_options->increment_min	1
TOP.591027a9.00066b27	user_options->keep_guessing	0
TOP.591027a9.00066b27	user_options->kernel_accel	0
TOP.591027a9.00066b27	user_options->kernel_loops	0
TOP.591027a9.00066b27	user_options->keyspace	0
TOP.591027a9.00066b27	user_options->left	0
TOP.591027a9.00066b27	user_options->logfile_disable	0
TOP.591027a9.00066b27	user_options->loopback	0
TOP.591027a9.00066b27	user_options->machine_readable	0
TOP.591027a9.00066b27	user_options->markov_classic	0
TOP.591027a9.00066b27	user_options->markov_disable	0
TOP.591027a9.00066b27	user_options->markov_threshold	256
TOP.591027a9.00066b27	user_options->nvidia_spin_damp	100
TOP.591027a9.00066b27	user_options->opencl_info	0
TOP.591027a9.00066b27	user_options->opencl_vector_width	0
TOP.591027a9.00066b27	user_options->outfile_autohex	1
TOP.591027a9.00066b27	user_options->outfile_check_timer	5
TOP.591027a9.00066b27	user_options->outfile_format	3
TOP.591027a9.00066b27	user_options->potfile_disable	0
TOP.591027a9.00066b27	user_options->powertune_enable	0
TOP.591027a9.00066b27	user_options->quiet	1
TOP.591027a9.00066b27	user_options->remove	0
TOP.591027a9.00066b27	user_options->remove_timer	60
TOP.591027a9.00066b27	user_options->restore	0
TOP.591027a9.00066b27	user_options->restore_disable	1
TOP.591027a9.00066b27	user_options->restore_timer	60
TOP.591027a9.00066b27	user_options->rp_files_cnt	0
TOP.591027a9.00066b27	user_options->rp_gen	0
TOP.591027a9.00066b27	user_options->rp_gen_func_max	4
TOP.591027a9.00066b27	user_options->rp_gen_func_min	1
TOP.591027a9.00066b27	user_options->rp_gen_seed	0
TOP.591027a9.00066b27	user_options->runtime	0
TOP.591027a9.00066b27	user_options->scrypt_tmto	0
TOP.591027a9.00066b27	user_options->segment_size	33554432
TOP.591027a9.00066b27	user_options->show	1
TOP.591027a9.00066b27	user_options->status	0
TOP.591027a9.00066b27	user_options->status_timer	10
TOP.591027a9.00066b27	user_options->stdout_flag	0
TOP.591027a9.00066b27	user_options->speed_only	0
TOP.591027a9.00066b27	user_options->progress_only	0
TOP.591027a9.00066b27	user_options->usage	0
TOP.591027a9.00066b27	user_options->username	0
TOP.591027a9.00066b27	user_options->veracrypt_pim	0
TOP.591027a9.00066b27	user_options->version	0
TOP.591027a9.00066b27	user_options->weak_hash_threshold	0
TOP.591027a9.00066b27	user_options->workload_profile	2
TOP.591027a9.00066b27	proc_start	1494230953
TOP.591027a9.00066b27	proc_stop	1494230953
TOP.591027a9.00066b27	STOP
TOP.591027e4.0001e5bf	START
TOP.591027e4.0001e5bf	user_options->separator	:
TOP.591027e4.0001e5bf	user_options->rule_buf_l	:
TOP.591027e4.0001e5bf	user_options->rule_buf_r	:
TOP.591027e4.0001e5bf	user_options->session	show
TOP.591027e4.0001e5bf	user_options->limit	0
TOP.591027e4.0001e5bf	user_options->skip	0
TOP.591027e4.0001e5bf	user_options->attack_mode	100
TOP.591027e4.0001e5bf	user_options->benchmark	0
TOP.591027e4.0001e5bf	user_options->bitmap_max	24
TOP.591027e4.0001e5bf	user_options->bitmap_min	16
TOP.591027e4.0001e5bf	user_options->debug_mode	0
TOP.591027e4.0001e5bf	user_options->force	0
TOP.591027e4.0001e5bf	user_options->gpu_temp_abort	90
TOP.591027e4.0001e5bf	user_options->gpu_temp_disable	0
TOP.591027e4.0001e5bf	user_options->gpu_temp_retain	75
TOP.591027e4.0001e5bf	user_options->hash_mode	0
TOP.591027e4.0001e5bf	user_options->hex_charset	0
TOP.591027e4.0001e5bf	user_options->hex_salt	0
TOP.591027e4.0001e5bf	user_options->hex_wordlist	0
TOP.591027e4.0001e5bf	user_options->increment	0
TOP.591027e4.0001e5bf	user_options->increment_max	54
TOP.591027e4.0001e5bf	user_options->increment_min	1
TOP.591027e4.0001e5bf	user_options->keep_guessing	0
TOP.591027e4.0001e5bf	user_options->kernel_accel	0
TOP.591027e4.0001e5bf	user_options->kernel_loops	0
TOP.591027e4.0001e5bf	user_options->keyspace	0
TOP.591027e4.0001e5bf	user_options->left	0
TOP.591027e4.0001e5bf	user_options->logfile_disable	0
TOP.591027e4.0001e5bf	user_options->loopback	0
TOP.591027e4.0001e5bf	user_options->machine_readable	0
TOP.591027e4.0001e5bf	user_options->markov_classic	0
TOP.591027e4.0001e5bf	user_options->markov_disable	0
TOP.591027e4.0001e5bf	user_options->markov_threshold	256
TOP.591027e4.0001e5bf	user_options->nvidia_spin_damp	100
TOP.591027e4.0001e5bf	user_options->opencl_info	0
TOP.591027e4.0001e5bf	user_options->opencl_vector_width	0
TOP.591027e4.0001e5bf	user_options->outfile_autohex	1
TOP.591027e4.0001e5bf	user_options->outfile_check_timer	5
TOP.591027e4.0001e5bf	user_options->outfile_format	3
TOP.591027e4.0001e5bf	user_options->potfile_disable	0
TOP.591027e4.0001e5bf	user_options->powertune_enable	0
TOP.591027e4.0001e5bf	user_options->quiet	1
TOP.591027e4.0001e5bf	user_options->remove	0
TOP.591027e4.0001e5bf	user_options->remove_timer	60
TOP.591027e4.0001e5bf	user_options->restore	0
TOP.591027e4.0001e5bf	user_options->restore_disable	1
TOP.591027e4.0001e5bf	user_options->restore_timer	60
TOP.591027e4.0001e5bf	user_options->rp_files_cnt	0
TOP.591027e4.0001e5bf	user_options->rp_gen	0
TOP.591027e4.0001e5bf	user_options->rp_gen_func_max	4
TOP.591027e4.0001e5bf	user_options->rp_gen_func_min	1
TOP.591027e4.0001e5bf	user_options->rp_gen_seed	0
TOP.591027e4.0001e5bf	user_options->runtime	0
TOP.591027e4.0001e5bf	user_options->scrypt_tmto	0
TOP.591027e4.0001e5bf	user_options->segment_size	33554432
TOP.591027e4.0001e5bf	user_options->show	1
TOP.591027e4.0001e5bf	user_options->status	0
TOP.591027e4.0001e5bf	user_options->status_timer	10
TOP.591027e4.0001e5bf	user_options->stdout_flag	0
TOP.591027e4.0001e5bf	user_options->speed_only	0
TOP.591027e4.0001e5bf	user_options->progress_only	0
TOP.591027e4.0001e5bf	user_options->usage	0
TOP.591027e4.0001e5bf	user_options->username	0
TOP.591027e4.0001e5bf	user_options->veracrypt_pim	0
TOP.591027e4.0001e5bf	user_options->version	0
TOP.591027e4.0001e5bf	user_options->weak_hash_threshold	0
TOP.591027e4.0001e5bf	user_options->workload_profile	2
TOP.591027e4.0001e5bf	proc_start	1494231012
TOP.591027e4.0001e5bf	proc_stop	1494231012
TOP.591027e4.0001e5bf	STOP
TOP.591027fe.00087a61	START
TOP.591027fe.00087a61	user_options->separator	:
TOP.591027fe.00087a61	user_options->rule_buf_l	:
TOP.591027fe.00087a61	user_options->rule_buf_r	:
TOP.591027fe.00087a61	user_options->session	show
TOP.591027fe.00087a61	user_options->limit	0
TOP.591027fe.00087a61	user_options->skip	0
TOP.591027fe.00087a61	user_options->attack_mode	100
TOP.591027fe.00087a61	user_options->benchmark	0
TOP.591027fe.00087a61	user_options->bitmap_max	24
TOP.591027fe.00087a61	user_options->bitmap_min	16
TOP.591027fe.00087a61	user_options->debug_mode	0
TOP.591027fe.00087a61	user_options->force	0
TOP.591027fe.00087a61	user_options->gpu_temp_abort	90
TOP.591027fe.00087a61	user_options->gpu_temp_disable	0
TOP.591027fe.00087a61	user_options->gpu_temp_retain	75
TOP.591027fe.00087a61	user_options->hash_mode	0
TOP.591027fe.00087a61	user_options->hex_charset	0
TOP.591027fe.00087a61	user_options->hex_salt	0
TOP.591027fe.00087a61	user_options->hex_wordlist	0
TOP.591027fe.00087a61	user_options->increment	0
TOP.591027fe.00087a61	user_options->increment_max	54
TOP.591027fe.00087a61	user_options->increment_min	1
TOP.591027fe.00087a61	user_options->keep_guessing	0
TOP.591027fe.00087a61	user_options->kernel_accel	0
TOP.591027fe.00087a61	user_options->kernel_loops	0
TOP.591027fe.00087a61	user_options->keyspace	0
TOP.591027fe.00087a61	user_options->left	0
TOP.591027fe.00087a61	user_options->logfile_disable	0
TOP.591027fe.00087a61	user_options->loopback	0
TOP.591027fe.00087a61	user_options->machine_readable	0
TOP.591027fe.00087a61	user_options->markov_classic	0
TOP.591027fe.00087a61	user_options->markov_disable	0
TOP.591027fe.00087a61	user_options->markov_threshold	256
TOP.591027fe.00087a61	user_options->nvidia_spin_damp	100
TOP.591027fe.00087a61	user_options->opencl_info	0
TOP.591027fe.00087a61	user_options->opencl_vector_width	0
TOP.591027fe.00087a61	user_options->outfile_autohex	1
TOP.591027fe.00087a61	user_options->outfile_check_timer	5
TOP.591027fe.00087a61	user_options->outfile_format	3
TOP.591027fe.00087a61	user_options->potfile_disable	0
TOP.591027fe.00087a61	user_options->powertune_enable	0
TOP.591027fe.00087a61	user_options->quiet	1
TOP.591027fe.00087a61	user_options->remove	0
TOP.591027fe.00087a61	user_options->remove_timer	60
TOP.591027fe.00087a61	user_options->restore	0
TOP.591027fe.00087a61	user_options->restore_disable	1
TOP.591027fe.00087a61	user_options->restore_timer	60
TOP.591027fe.00087a61	user_options->rp_files_cnt	0
TOP.591027fe.00087a61	user_options->rp_gen	0
TOP.591027fe.00087a61	user_options->rp_gen_func_max	4
TOP.591027fe.00087a61	user_options->rp_gen_func_min	1
TOP.591027fe.00087a61	user_options->rp_gen_seed	0
TOP.591027fe.00087a61	user_options->runtime	0
TOP.591027fe.00087a61	user_options->scrypt_tmto	0
TOP.591027fe.00087a61	user_options->segment_size	33554432
TOP.591027fe.00087a61	user_options->show	1
TOP.591027fe.00087a61	user_options->status	0
TOP.591027fe.00087a61	user_options->status_timer	10
TOP.591027fe.00087a61	user_options->stdout_flag	0
TOP.591027fe.00087a61	user_options->speed_only	0
TOP.591027fe.00087a61	user_options->progress_only	0
TOP.591027fe.00087a61	user_options->usage	0
TOP.591027fe.00087a61	user_options->username	0
TOP.591027fe.00087a61	user_options->veracrypt_pim	0
TOP.591027fe.00087a61	user_options->version	0
TOP.591027fe.00087a61	user_options->weak_hash_threshold	0
TOP.591027fe.00087a61	user_options->workload_profile	2
TOP.591027fe.00087a61	proc_start	1494231038
TOP.591027fe.00087a61	proc_stop	1494231038
TOP.591027fe.00087a61	STOP
TOP.59102833.000985e6	START
TOP.59102833.000985e6	user_options->separator	:
TOP.59102833.000985e6	user_options->rule_buf_l	:
TOP.59102833.000985e6	user_options->rule_buf_r	:
TOP.59102833.000985e6	user_options->session	show
TOP.59102833.000985e6	user_options->limit	0
TOP.59102833.000985e6	user_options->skip	0
TOP.59102833.000985e6	user_options->attack_mode	100
TOP.59102833.000985e6	user_options->benchmark	0
TOP.59102833.000985e6	user_options->bitmap_max	24
TOP.59102833.000985e6	user_options->bitmap_min	16
TOP.59102833.000985e6	user_options->debug_mode	0
TOP.59102833.000985e6	user_options->force	0
TOP.59102833.000985e6	user_options->gpu_temp_abort	90
TOP.59102833.000985e6	user_options->gpu_temp_disable	0
TOP.59102833.000985e6	user_options->gpu_temp_retain	75
TOP.59102833.000985e6	user_options->hash_mode	0
TOP.59102833.000985e6	user_options->hex_charset	0
TOP.59102833.000985e6	user_options->hex_salt	0
TOP.59102833.000985e6	user_options->hex_wordlist	0
TOP.59102833.000985e6	user_options->increment	0
TOP.59102833.000985e6	user_options->increment_max	54
TOP.59102833.000985e6	user_options->increment_min	1
TOP.59102833.000985e6	user_options->keep_guessing	0
TOP.59102833.000985e6	user_options->kernel_accel	0
TOP.59102833.000985e6	user_options->kernel_loops	0
TOP.59102833.000985e6	user_options->keyspace	0
TOP.59102833.000985e6	user_options->left	0
TOP.59102833.000985e6	user_options->logfile_disable	0
TOP.59102833.000985e6	user_options->loopback	0
TOP.59102833.000985e6	user_options->machine_readable	0
TOP.59102833.000985e6	user_options->markov_classic	0
TOP.59102833.000985e6	user_options->markov_disable	0
TOP.59102833.000985e6	user_options->markov_threshold	256
TOP.59102833.000985e6	user_options->nvidia_spin_damp	100
TOP.59102833.000985e6	user_options->opencl_info	0
TOP.59102833.000985e6	user_options->opencl_vector_width	0
TOP.59102833.000985e6	user_options->outfile_autohex	1
TOP.59102833.000985e6	user_options->outfile_check_timer	5
TOP.59102833.000985e6	user_options->outfile_format	3
TOP.59102833.000985e6	user_options->potfile_disable	0
TOP.59102833.000985e6	user_options->powertune_enable	0
TOP.59102833.000985e6	user_options->quiet	1
TOP.59102833.000985e6	user_options->remove	0
TOP.59102833.000985e6	user_options->remove_timer	60
TOP.59102833.000985e6	user_options->restore	0
TOP.59102833.000985e6	user_options->restore_disable	1
TOP.59102833.000985e6	user_options->restore_timer	60
TOP.59102833.000985e6	user_options->rp_files_cnt	0
TOP.59102833.000985e6	user_options->rp_gen	0
TOP.59102833.000985e6	user_options->rp_gen_func_max	4
TOP.59102833.000985e6	user_options->rp_gen_func_min	1
TOP.59102833.000985e6	user_options->rp_gen_seed	0
TOP.59102833.000985e6	user_options->runtime	0
TOP.59102833.000985e6	user_options->scrypt_tmto	0
TOP.59102833.000985e6	user_options->segment_size	33554432
TOP.59102833.000985e6	user_options->show	1
TOP.59102833.000985e6	user_options->status	0
TOP.59102833.000985e6	user_options->status_timer	10
TOP.59102833.000985e6	user_options->stdout_flag	0
TOP.59102833.000985e6	user_options->speed_only	0
TOP.59102833.000985e6	user_options->progress_only	0
TOP.59102833.000985e6	user_options->usage	0
TOP.59102833.000985e6	user_options->username	0
TOP.59102833.000985e6	user_options->veracrypt_pim	0
TOP.59102833.000985e6	user_options->version	0
TOP.59102833.000985e6	user_options->weak_hash_threshold	0
TOP.59102833.000985e6	user_options->workload_profile	2
TOP.59102833.000985e6	proc_start	1494231091
TOP.59102833.000985e6	proc_stop	1494231091
TOP.59102833.000985e6	STOP
TOP.59102888.000cc888	START
TOP.59102888.000cc888	user_options->separator	:
TOP.59102888.000cc888	user_options->rule_buf_l	:
TOP.59102888.000cc888	user_options->rule_buf_r	:
TOP.59102888.000cc888	user_options->session	show
TOP.59102888.000cc888	user_options->limit	0
TOP.59102888.000cc888	user_options->skip	0
TOP.59102888.000cc888	user_options->attack_mode	100
TOP.59102888.000cc888	user_options->benchmark	0
TOP.59102888.000cc888	user_options->bitmap_max	24
TOP.59102888.000cc888	user_options->bitmap_min	16
TOP.59102888.000cc888	user_options->debug_mode	0
TOP.59102888.000cc888	user_options->force	0
TOP.59102888.000cc888	user_options->gpu_temp_abort	90
TOP.59102888.000cc888	user_options->gpu_temp_disable	0
TOP.59102888.000cc888	user_options->gpu_temp_retain	75
TOP.59102888.000cc888	user_options->hash_mode	0
TOP.59102888.000cc888	user_options->hex_charset	0
TOP.59102888.000cc888	user_options->hex_salt	0
TOP.59102888.000cc888	user_options->hex_wordlist	0
TOP.59102888.000cc888	user_options->increment	0
TOP.59102888.000cc888	user_options->increment_max	54
TOP.59102888.000cc888	user_options->increment_min	1
TOP.59102888.000cc888	user_options->keep_guessing	0
TOP.59102888.000cc888	user_options->kernel_accel	0
TOP.59102888.000cc888	user_options->kernel_loops	0
TOP.59102888.000cc888	user_options->keyspace	0
TOP.59102888.000cc888	user_options->left	0
TOP.59102888.000cc888	user_options->logfile_disable	0
TOP.59102888.000cc888	user_options->loopback	0
TOP.59102888.000cc888	user_options->machine_readable	0
TOP.59102888.000cc888	user_options->markov_classic	0
TOP.59102888.000cc888	user_options->markov_disable	0
TOP.59102888.000cc888	user_options->markov_threshold	256
TOP.59102888.000cc888	user_options->nvidia_spin_damp	100
TOP.59102888.000cc888	user_options->opencl_info	0
TOP.59102888.000cc888	user_options->opencl_vector_width	0
TOP.59102888.000cc888	user_options->outfile_autohex	1
TOP.59102888.000cc888	user_options->outfile_check_timer	5
TOP.59102888.000cc888	user_options->outfile_format	3
TOP.59102888.000cc888	user_options->potfile_disable	0
TOP.59102888.000cc888	user_options->powertune_enable	0
TOP.59102888.000cc888	user_options->quiet	1
TOP.59102888.000cc888	user_options->remove	0
TOP.59102888.000cc888	user_options->remove_timer	60
TOP.59102888.000cc888	user_options->restore	0
TOP.59102888.000cc888	user_options->restore_disable	1
TOP.59102888.000cc888	user_options->restore_timer	60
TOP.59102888.000cc888	user_options->rp_files_cnt	0
TOP.59102888.000cc888	user_options->rp_gen	0
TOP.59102888.000cc888	user_options->rp_gen_func_max	4
